央视上海移动IPV6,#genre#
CCTV13_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/8593685226043367730/1.m3u8?channel-id=wasusyt&Contentid=8593685226043367730&livemode=1&stbId=m
CCTV14_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/6113730085955692619/1.m3u8?channel-id=wasusyt&Contentid=6113730085955692619&livemode=1&stbId=m
CCTV15_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/5565738654152032083/1.m3u8?channel-id=wasusyt&Contentid=5565738654152032083&livemode=1&stbId=m
CGTN_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/4864750119738201239/1.m3u8?channel-id=wasusyt&Contentid=4864750119738201239&livemode=1&stbId=m
Hot风尚音乐_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5529729098703832176/1.m3u8?channel-id=wasusyt&Contentid=5529729098703832176&livemode=1&stbId=m
Hot精品剧场_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8230197131234717902/1.m3u8?channel-id=wasusyt&Contentid=8230197131234717902&livemode=1&stbId=m
Hot欧美影院_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/7185203501769528108/1.m3u8?channel-id=wasusyt&Contentid=7185203501769528108&livemode=1&stbId=m
Hot亚洲影院_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5841816227539527643/1.m3u8?channel-id=wasusyt&Contentid=5841816227539527643&livemode=1&stbId=m
安徽卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8859407404905883946/1.m3u8?channel-id=wasusyt&Contentid=8859407404905883946&livemode=1&stbId=m
北京卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8848252191536870228/1.m3u8?channel-id=wasusyt&Contentid=8848252191536870228&livemode=1&stbId=m
北京卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8978348165180237424/1.m3u8?channel-id=wasusyt&Contentid=8978348165180237424&livemode=1&stbId=m
兵团卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/5417511929530418061/1.m3u8?channel-id=wasusyt&Contentid=5417511929530418061&livemode=1&stbId=m
福建东南卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/8777806939525783846/1.m3u8?channel-id=wasusyt&Contentid=8777806939525783846&livemode=1&stbId=m
甘肃卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/6688526389678198988/1.m3u8?channel-id=wasusyt&Contentid=6688526389678198988&livemode=1&stbId=m
广东卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5306115082857917057/1.m3u8?channel-id=wasusyt&Contentid=5306115082857917057&livemode=1&stbId=m
广西卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/5509594920701152353/1.m3u8?channel-id=wasusyt&Contentid=5509594920701152353&livemode=1&stbId=m
贵州卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/7043811073576958573/1.m3u8?channel-id=wasusyt&Contentid=7043811073576958573&livemode=1&stbId=m
海南卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/4676690988340017823/1.m3u8?channel-id=wasusyt&Contentid=4676690988340017823&livemode=1&stbId=m
河北卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/7314569012827301115/1.m3u8?channel-id=wasusyt&Contentid=7314569012827301115&livemode=1&stbId=m
河南卫视_1.4M576,http://[2409:8087:1e01:23::10]:8112/000000001000/8857751356853051322/1.m3u8?channel-id=wasusyt&Contentid=8857751356853051322&livemode=1&stbId=m
黑龙江卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/9057930323360434903/1.m3u8?channel-id=wasusyt&Contentid=9057930323360434903&livemode=1&stbId=m
湖北卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/6541115572191786119/1.m3u8?channel-id=wasusyt&Contentid=6541115572191786119&livemode=1&stbId=m
湖南卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/6837496099179515295/1.m3u8?channel-id=wasusyt&Contentid=6837496099179515295&livemode=1&stbId=m
吉林卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/4754049812030405539/1.m3u8?channel-id=wasusyt&Contentid=4754049812030405539&livemode=1&stbId=m
江苏卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/4796578844398773391/1.m3u8?channel-id=wasusyt&Contentid=4796578844398773391&livemode=1&stbId=m
江苏卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8882597464305884054/1.m3u8?channel-id=wasusyt&Contentid=8882597464305884054&livemode=1&stbId=m
江西卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5521773412471464519/1.m3u8?channel-id=wasusyt&Contentid=5521773412471464519&livemode=1&stbId=m
辽宁卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5295474231391856291/1.m3u8?channel-id=wasusyt&Contentid=5295474231391856291&livemode=1&stbId=m
内蒙古卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/8960557517876415203/1.m3u8?channel-id=wasusyt&Contentid=8960557517876415203&livemode=1&stbId=m
宁夏卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/5793735126731753680/1.m3u8?channel-id=wasusyt&Contentid=5793735126731753680&livemode=1&stbId=m
青海卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/6399324389404552555/1.m3u8?channel-id=wasusyt&Contentid=6399324389404552555&livemode=1&stbId=m
山东卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5240243759878962058/1.m3u8?channel-id=wasusyt&Contentid=5240243759878962058&livemode=1&stbId=m
山西卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/7582242998896540942/1.m3u8?channel-id=wasusyt&Contentid=7582242998896540942&livemode=1&stbId=m
陕西卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/6194965711565916623/1.m3u8?channel-id=wasusyt&Contentid=6194965711565916623&livemode=1&stbId=m
上海东方卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/6690661682550849647/1.m3u8?channel-id=wasusyt&Contentid=6690661682550849647&livemode=1&stbId=m
上海东方卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/9218440193709267246/1.m3u8?channel-id=wasusyt&Contentid=9218440193709267246&livemode=1&stbId=m
少儿动漫_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8145334647720731271/1.m3u8?channel-id=wasusyt&Contentid=8145334647720731271&livemode=1&stbId=m
深圳卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/6606401455222064705/1.m3u8?channel-id=wasusyt&Contentid=6606401455222064705&livemode=1&stbId=m
四川卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/8765503395601010087/1.m3u8?channel-id=wasusyt&Contentid=8765503395601010087&livemode=1&stbId=m
探索记录_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/5359008697329269813/1.m3u8?channel-id=wasusyt&Contentid=5359008697329269813&livemode=1&stbId=m
天津卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/6492213982750251972/1.m3u8?channel-id=wasusyt&Contentid=6492213982750251972&livemode=1&stbId=m
西藏卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/7179022603798868495/1.m3u8?channel-id=wasusyt&Contentid=7179022603798868495&livemode=1&stbId=m
新疆卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/6986657152785429375/1.m3u8?channel-id=wasusyt&Contentid=6986657152785429375&livemode=1&stbId=m
云南卫视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/6810887655606226378/1.m3u8?channel-id=wasusyt&Contentid=6810887655606226378&livemode=1&stbId=m
浙江教科影视_1.8M576,http://[2409:8087:1e01:23::10]:8112/000000001000/6168413979419290568/1.m3u8?channel-id=wasusyt&Contentid=6168413979419290568&livemode=1&stbId=m
浙江卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8717793494045622160/1.m3u8?channel-id=wasusyt&Contentid=8717793494045622160&livemode=1&stbId=m
重庆卫视_2.5M720,http://[2409:8087:1e01:23::10]:8112/000000001000/8403513971272460267/1.m3u8?channel-id=wasusyt&Contentid=8403513971272460267&livemode=1&stbId=m
4KUHD_20M2160,http://[2409:8087:1e01:23::10]:8112/000000001000/1000000004000011651/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&stbId=m
BesTV百变课堂_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288001/1.m3u8?channel-id=bestzb&Contentid=5000000011000288001&livemode=1&stbId=m
BesTV宝宝动画_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288002/1.m3u8?channel-id=bestzb&Contentid=5000000011000288002&livemode=1&stbId=m
BesTV电竞天堂_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288003/1.m3u8?channel-id=bestzb&Contentid=5000000011000288003&livemode=1&stbId=m
BesTV谍战剧场_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288004/1.m3u8?channel-id=bestzb&Contentid=5000000011000288004&livemode=1&stbId=m
BesTV华语影院_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288005/1.m3u8?channel-id=bestzb&Contentid=5000000011000288005&livemode=1&stbId=m
BesTV健康养生_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288006/1.m3u8?channel-id=bestzb&Contentid=5000000011000288006&livemode=1&stbId=m
BesTV看天下精选_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288007/1.m3u8?channel-id=bestzb&Contentid=5000000011000288007&livemode=1&stbId=m
BesTV青春动漫_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288008/1.m3u8?channel-id=bestzb&Contentid=5000000011000288008&livemode=1&stbId=m
BesTV全球大片_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288009/1.m3u8?channel-id=bestzb&Contentid=5000000011000288009&livemode=1&stbId=m
BesTV热门剧场_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288010/1.m3u8?channel-id=bestzb&Contentid=5000000011000288010&livemode=1&stbId=m
BesTV热门综艺_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288011/1.m3u8?channel-id=bestzb&Contentid=5000000011000288011&livemode=1&stbId=m
BesTV戏曲精选_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288012/1.m3u8?channel-id=bestzb&Contentid=5000000011000288012&livemode=1&stbId=m
BesTV星光影院_8M1080,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000288013/1.m3u8?channel-id=bestzb&Contentid=5000000011000288013&livemode=1&stbId=m
